"","study","pat.con","id","trial","reward","pun","choices","fullid"
"182",1,0,2,32,0,1,1,2
"183",1,0,2,33,0,1,2,2
"184",1,0,2,34,0,1,2,2
"185",1,0,2,35,0,1,2,2
"186",1,0,2,36,0,1,2,2
"187",1,0,2,37,0,1,2,2
"188",1,0,2,38,0,1,2,2
"189",1,0,2,39,0,1,2,2
"190",1,0,2,40,0,1,2,2
"191",1,0,2,41,0,1,2,2
"192",1,0,2,42,0,1,2,2
"193",1,0,2,43,0,1,2,2
"194",1,0,2,44,0,1,2,2
"195",1,0,2,45,0,1,2,2
"196",1,0,2,46,1,0,2,2
"197",1,0,2,47,1,0,2,2
"198",1,0,2,48,1,0,1,2
"199",1,0,2,49,1,0,1,2
"200",1,0,2,50,0,1,1,2
"201",1,0,2,51,1,0,1,2
"202",1,0,2,52,0,1,1,2
"203",1,0,2,53,0,1,1,2
"204",1,0,2,54,1,0,2,2
"205",1,0,2,55,1,0,2,2
"206",1,0,2,56,0,1,1,2
"207",1,0,2,57,0,1,2,2
"208",1,0,2,58,1,0,2,2
"209",1,0,2,59,1,0,2,2
"210",1,0,2,60,1,0,1,2
"211",1,0,2,61,0,1,1,2
"212",1,0,2,62,0,1,1,2
"213",1,0,2,63,0,1,1,2
"214",1,0,2,64,0,1,1,2
"215",1,0,2,65,0,1,1,2
"216",1,0,2,66,0,1,2,2
"217",1,0,2,67,0,1,2,2
"218",1,0,2,68,0,1,2,2
"219",1,0,2,69,0,1,2,2
"220",1,0,2,70,0,1,2,2
"221",1,0,2,71,0,1,2,2
"222",1,0,2,72,0,1,2,2
"223",1,0,2,73,1,0,2,2
"224",1,0,2,74,0,1,2,2
"225",1,0,2,75,0,1,2,2
"226",1,0,2,76,0,1,2,2
"227",1,0,2,77,1,0,2,2
"228",1,0,2,78,1,0,2,2
"229",1,0,2,79,1,0,1,2
"230",1,0,2,80,1,0,1,2
"231",1,0,2,81,1,0,1,2
"232",1,0,2,82,1,0,1,2
"233",1,0,2,83,1,0,1,2
"234",1,0,2,84,0,1,1,2
"235",1,0,2,85,1,0,1,2
"236",1,0,2,86,1,0,1,2
"237",1,0,2,87,1,0,1,2
"238",1,0,2,88,1,0,1,2
"239",1,0,2,89,1,0,1,2
"240",1,0,2,90,1,0,1,2
"241",1,0,2,91,0,1,1,2
"242",1,0,2,92,0,1,1,2
"243",1,0,2,93,0,1,1,2
"244",1,0,2,94,0,1,1,2
"245",1,0,2,95,0,1,1,2
"246",1,0,2,96,0,1,2,2
"247",1,0,2,97,0,1,2,2
"248",1,0,2,98,1,0,2,2
"249",1,0,2,99,0,1,2,2
"250",1,0,2,100,0,1,2,2
"251",1,0,2,101,0,1,2,2
"252",1,0,2,102,0,1,2,2
"253",1,0,2,103,0,1,2,2
"254",1,0,2,104,0,1,2,2
"255",1,0,2,105,1,0,2,2
"256",1,0,2,106,1,0,2,2
"257",1,0,2,107,1,0,2,2
"258",1,0,2,108,0,1,2,2
"259",1,0,2,109,1,0,2,2
"260",1,0,2,110,1,0,2,2
"261",1,0,2,111,1,0,2,2
"262",1,0,2,112,0,1,1,2
"263",1,0,2,113,1,0,2,2
"264",1,0,2,114,1,0,1,2
"265",1,0,2,115,0,1,1,2
"266",1,0,2,116,0,1,1,2
"267",1,0,2,117,1,0,1,2
"268",1,0,2,118,1,0,1,2
"269",1,0,2,119,1,0,1,2
"270",1,0,2,120,0,1,1,2
"271",1,0,2,121,0,1,1,2
"272",1,0,2,122,0,1,1,2
"273",1,0,2,123,0,1,1,2
"274",1,0,2,124,0,1,2,2
"275",1,0,2,125,0,1,2,2
"276",1,0,2,126,0,1,2,2
"277",1,0,2,127,0,1,2,2
"278",1,0,2,128,1,0,2,2
"279",1,0,2,129,0,1,2,2
"280",1,0,2,130,0,1,2,2
"281",1,0,2,131,0,1,2,2
"282",1,0,2,132,0,1,2,2
"283",1,0,2,133,1,0,2,2
"284",1,0,2,134,0,1,2,2
"285",1,0,2,135,0,1,2,2
"286",1,0,2,136,1,0,2,2
"287",1,0,2,137,1,0,2,2
"288",1,0,2,138,1,0,2,2
"289",1,0,2,139,0,1,2,2
"290",1,0,2,140,1,0,2,2
"291",1,0,2,141,1,0,2,2
"292",1,0,2,142,1,0,2,2
"293",1,0,2,143,0,1,1,2
"294",1,0,2,144,1,0,2,2
"295",1,0,2,145,0,1,2,2
"296",1,0,2,146,1,0,2,2
"297",1,0,2,147,1,0,2,2
"298",1,0,2,148,1,0,2,2
"299",1,0,2,149,1,0,1,2
"300",1,0,2,150,1,0,1,2
"301",1,0,3,1,0,1,1,3
"302",1,0,3,2,0,1,1,3
"303",1,0,3,3,1,0,2,3
"304",1,0,3,4,0,1,2,3
"305",1,0,3,5,0,1,2,3
"306",1,0,3,6,1,0,1,3
"307",1,0,3,7,0,1,1,3
"308",1,0,3,8,0,1,1,3
"309",1,0,3,9,0,1,2,3
"310",1,0,3,10,0,1,2,3
"311",1,0,3,11,1,0,1,3
"312",1,0,3,12,0,1,2,3
"313",1,0,3,13,0,1,1,3
"314",1,0,3,14,0,1,1,3
"315",1,0,3,15,0,1,2,3
"316",1,0,3,16,1,0,2,3
"317",1,0,3,17,1,0,1,3
"318",1,0,3,18,1,0,1,3
"319",1,0,3,19,1,0,1,3
"320",1,0,3,20,1,0,1,3
"321",1,0,3,21,1,0,1,3
"322",1,0,3,22,1,0,1,3
"323",1,0,3,23,1,0,1,3
"324",1,0,3,24,1,0,2,3
"325",1,0,3,25,1,0,2,3
"326",1,0,3,26,1,0,1,3
"327",1,0,3,27,1,0,2,3
"328",1,0,3,28,1,0,2,3
"329",1,0,3,29,0,1,2,3
"330",1,0,3,30,1,0,1,3
"331",1,0,3,31,0,1,2,3
"332",1,0,3,32,0,1,1,3
"333",1,0,3,33,0,1,2,3
"334",1,0,3,34,0,1,1,3
"335",1,0,3,35,0,1,2,3
"336",1,0,3,36,0,1,2,3
"337",1,0,3,37,0,1,1,3
"338",1,0,3,38,0,1,1,3
"339",1,0,3,39,0,1,2,3
"340",1,0,3,40,0,1,1,3
"341",1,0,3,41,0,1,1,3
"342",1,0,3,42,0,1,1,3
"343",1,0,3,43,0,1,1,3
"344",1,0,3,44,0,1,2,3
"345",1,0,3,45,0,1,1,3
"346",1,0,3,46,1,0,1,3
"347",1,0,3,47,1,0,1,3
"348",1,0,3,48,1,0,2,3
"349",1,0,3,49,1,0,1,3
"350",1,0,3,50,0,1,2,3
"351",1,0,3,51,1,0,2,3
"352",1,0,3,52,0,1,2,3
"353",1,0,3,53,0,1,1,3
"354",1,0,3,54,1,0,1,3
"355",1,0,3,55,1,0,1,3
"356",1,0,3,56,0,1,2,3
"357",1,0,3,57,0,1,1,3
"358",1,0,3,58,1,0,2,3
"359",1,0,3,59,1,0,1,3
"360",1,0,3,60,1,0,1,3
"361",1,0,3,61,0,1,1,3
"362",1,0,3,62,0,1,1,3
"363",1,0,3,63,0,1,1,3
"364",1,0,3,64,0,1,1,3
"365",1,0,3,65,0,1,2,3
"366",1,0,3,66,0,1,1,3
"367",1,0,3,67,0,1,2,3
"368",1,0,3,68,0,1,1,3
"369",1,0,3,69,0,1,1,3
"370",1,0,3,70,0,1,2,3
"371",1,0,3,71,0,1,2,3
"372",1,0,3,72,0,1,1,3
"373",1,0,3,73,1,0,1,3
"374",1,0,3,74,0,1,2,3
"375",1,0,3,75,0,1,1,3
"376",1,0,3,76,0,1,1,3
"377",1,0,3,77,1,0,2,3
"378",1,0,3,78,1,0,2,3
"379",1,0,3,79,1,0,2,3
"380",1,0,3,80,1,0,1,3
"381",1,0,3,81,1,0,1,3
"382",1,0,3,82,1,0,2,3
"383",1,0,3,83,1,0,2,3
"384",1,0,3,84,0,1,1,3
"385",1,0,3,85,1,0,1,3
"386",1,0,3,86,1,0,1,3
"387",1,0,3,87,1,0,2,3
"388",1,0,3,88,1,0,2,3
"389",1,0,3,89,1,0,2,3
"390",1,0,3,90,1,0,1,3
"391",1,0,3,91,0,1,2,3
"392",1,0,3,92,0,1,1,3
"393",1,0,3,93,0,1,2,3
"394",1,0,3,94,0,1,2,3
"395",1,0,3,95,0,1,1,3
"396",1,0,3,96,0,1,1,3
"397",1,0,3,97,0,1,2,3
"398",1,0,3,98,1,0,1,3
"399",1,0,3,99,0,1,1,3
"400",1,0,3,100,0,1,1,3
"401",1,0,3,101,0,1,2,3
"402",1,0,3,102,0,1,2,3
"403",1,0,3,103,0,1,1,3
"404",1,0,3,104,0,1,1,3
"405",1,0,3,105,1,0,1,3
"406",1,0,3,106,1,0,1,3
"407",1,0,3,107,1,0,1,3
"408",1,0,3,108,0,1,2,3
"409",1,0,3,109,1,0,1,3
"410",1,0,3,110,1,0,2,3
"411",1,0,3,111,1,0,1,3
"412",1,0,3,112,0,1,2,3
"413",1,0,3,113,1,0,1,3
"414",1,0,3,114,1,0,2,3
"415",1,0,3,115,0,1,2,3
"416",1,0,3,116,0,1,2,3
"417",1,0,3,117,1,0,2,3
"418",1,0,3,118,1,0,1,3
"419",1,0,3,119,1,0,1,3
"420",1,0,3,120,0,1,1,3
"421",1,0,3,121,0,1,2,3
"422",1,0,3,122,0,1,1,3
"423",1,0,3,123,0,1,1,3
"424",1,0,3,124,0,1,2,3
"425",1,0,3,125,0,1,2,3
"426",1,0,3,126,0,1,2,3
"427",1,0,3,127,0,1,2,3
"428",1,0,3,128,1,0,2,3
"429",1,0,3,129,0,1,2,3
"430",1,0,3,130,0,1,1,3
"431",1,0,3,131,0,1,2,3
"432",1,0,3,132,0,1,1,3
"433",1,0,3,133,1,0,1,3
"434",1,0,3,134,0,1,1,3
"435",1,0,3,135,0,1,1,3
"436",1,0,3,136,1,0,1,3
"437",1,0,3,137,1,0,1,3
"438",1,0,3,138,1,0,2,3
"439",1,0,3,139,0,1,1,3
"440",1,0,3,140,1,0,2,3
"441",1,0,3,141,1,0,2,3
"442",1,0,3,142,1,0,1,3
"443",1,0,3,143,0,1,2,3
"444",1,0,3,144,1,0,1,3
"445",1,0,3,145,0,1,1,3
"446",1,0,3,146,1,0,1,3
"447",1,0,3,147,1,0,2,3
"448",1,0,3,148,1,0,2,3
"449",1,0,3,149,1,0,1,3
"450",1,0,3,150,1,0,1,3
"451",1,0,4,1,0,1,1,4
"452",1,0,4,2,0,1,2,4
"453",1,0,4,3,1,0,2,4
"454",1,0,4,4,0,1,2,4
"455",1,0,4,5,0,1,2,4
"456",1,0,4,6,1,0,2,4
"457",1,0,4,7,0,1,2,4
"458",1,0,4,8,0,1,2,4
"459",1,0,4,9,0,1,2,4
"460",1,0,4,10,0,1,2,4
"461",1,0,4,11,1,0,2,4
"462",1,0,4,12,0,1,2,4
"463",1,0,4,13,0,1,2,4
"464",1,0,4,14,0,1,2,4
"465",1,0,4,15,0,1,2,4
"466",1,0,4,16,1,0,2,4
"467",1,0,4,17,1,0,2,4
"468",1,0,4,18,1,0,1,4
"469",1,0,4,19,1,0,1,4
"470",1,0,4,20,1,0,1,4
"471",1,0,4,21,1,0,1,4
"472",1,0,4,22,1,0,1,4
"473",1,0,4,23,1,0,1,4
"474",1,0,4,24,1,0,1,4
"475",1,0,4,25,1,0,1,4
"476",1,0,4,26,1,0,1,4
"477",1,0,4,27,1,0,1,4
"478",1,0,4,28,1,0,1,4
"479",1,0,4,29,0,1,1,4
"480",1,0,4,30,1,0,1,4
"481",1,0,4,31,0,1,1,4
"482",1,0,4,32,0,1,1,4
"483",1,0,4,33,0,1,1,4
"484",1,0,4,34,0,1,1,4
"485",1,0,4,35,0,1,1,4
"486",1,0,4,36,0,1,1,4
"487",1,0,4,37,0,1,1,4
"488",1,0,4,38,0,1,1,4
"489",1,0,4,39,0,1,2,4
"490",1,0,4,40,0,1,2,4
"491",1,0,4,41,0,1,2,4
"492",1,0,4,42,0,1,2,4
"493",1,0,4,43,0,1,2,4
"494",1,0,4,44,0,1,2,4
"495",1,0,4,45,0,1,2,4
"496",1,0,4,46,1,0,2,4
"497",1,0,4,47,1,0,2,4
"498",1,0,4,48,1,0,1,4
"499",1,0,4,49,1,0,1,4
"500",1,0,4,50,0,1,1,4
"501",1,0,4,51,1,0,2,4
"502",1,0,4,52,0,1,1,4
"503",1,0,4,53,0,1,1,4
"504",1,0,4,54,1,0,2,4
"505",1,0,4,55,1,0,1,4
"506",1,0,4,56,0,1,1,4
"507",1,0,4,57,0,1,1,4
"508",1,0,4,58,1,0,2,4
"509",1,0,4,59,1,0,1,4
"510",1,0,4,60,1,0,1,4
"511",1,0,4,61,0,1,1,4
"512",1,0,4,62,0,1,2,4
"513",1,0,4,63,0,1,2,4
"514",1,0,4,64,0,1,2,4
"515",1,0,4,65,0,1,2,4
"516",1,0,4,66,0,1,2,4
"517",1,0,4,67,0,1,1,4
"518",1,0,4,68,0,1,2,4
"519",1,0,4,69,0,1,2,4
"520",1,0,4,70,0,1,2,4
"521",1,0,4,71,0,1,2,4
"522",1,0,4,72,0,1,2,4
"523",1,0,4,73,1,0,2,4
"524",1,0,4,74,0,1,1,4
"525",1,0,4,75,0,1,1,4
"526",1,0,4,76,0,1,2,4
"527",1,0,4,77,1,0,2,4
"528",1,0,4,78,1,0,2,4
"529",1,0,4,79,1,0,1,4
"530",1,0,4,80,1,0,1,4
"531",1,0,4,81,1,0,1,4
"532",1,0,4,82,1,0,1,4
"533",1,0,4,83,1,0,1,4
"534",1,0,4,84,0,1,1,4
"535",1,0,4,85,1,0,1,4
"536",1,0,4,86,1,0,1,4
"537",1,0,4,87,1,0,1,4
"538",1,0,4,88,1,0,1,4
"539",1,0,4,89,1,0,1,4
"540",1,0,4,90,1,0,1,4
"541",1,0,4,91,0,1,1,4
"542",1,0,4,92,0,1,2,4
"543",1,0,4,93,0,1,2,4
"544",1,0,4,94,0,1,2,4
"545",1,0,4,95,0,1,2,4
"546",1,0,4,96,0,1,2,4
"547",1,0,4,97,0,1,2,4
"548",1,0,4,98,1,0,2,4
"549",1,0,4,99,0,1,2,4
"550",1,0,4,100,0,1,2,4
"551",1,0,4,101,0,1,2,4
"552",1,0,4,102,0,1,2,4
"553",1,0,4,103,0,1,2,4
"554",1,0,4,104,0,1,2,4
"555",1,0,4,105,1,0,2,4
"556",1,0,4,106,1,0,2,4
"557",1,0,4,107,1,0,1,4
"558",1,0,4,108,0,1,1,4
"559",1,0,4,109,1,0,1,4
"560",1,0,4,110,1,0,1,4
"561",1,0,4,111,1,0,1,4
"562",1,0,4,112,0,1,1,4
"563",1,0,4,113,1,0,1,4
"564",1,0,4,114,1,0,1,4
"565",1,0,4,115,0,1,1,4
"566",1,0,4,116,0,1,1,4
"567",1,0,4,117,1,0,1,4
"568",1,0,4,118,1,0,1,4
"569",1,0,4,119,1,0,1,4
"570",1,0,4,120,0,1,1,4
"571",1,0,4,121,0,1,1,4
"572",1,0,4,122,0,1,1,4
"573",1,0,4,123,0,1,1,4
"574",1,0,4,124,0,1,2,4
"575",1,0,4,125,0,1,2,4
"576",1,0,4,126,0,1,2,4
"577",1,0,4,127,0,1,2,4
"578",1,0,4,128,1,0,2,4
"579",1,0,4,129,0,1,2,4
"580",1,0,4,130,0,1,2,4
"581",1,0,4,131,0,1,2,4
"582",1,0,4,132,0,1,2,4
"583",1,0,4,133,1,0,2,4
"584",1,0,4,134,0,1,2,4
"585",1,0,4,135,0,1,2,4
"586",1,0,4,136,1,0,2,4
"587",1,0,4,137,1,0,2,4
"588",1,0,4,138,1,0,2,4
"589",1,0,4,139,0,1,1,4
"590",1,0,4,140,1,0,1,4
"591",1,0,4,141,1,0,1,4
"592",1,0,4,142,1,0,1,4
"593",1,0,4,143,0,1,1,4
"594",1,0,4,144,1,0,1,4
"595",1,0,4,145,0,1,1,4
"596",1,0,4,146,1,0,1,4
"597",1,0,4,147,1,0,1,4
"598",1,0,4,148,1,0,1,4
"599",1,0,4,149,1,0,1,4
"600",1,0,4,150,1,0,1,4
"601",1,0,5,1,0,1,2,5
"602",1,0,5,2,0,1,2,5
"603",1,0,5,3,1,0,2,5
"604",1,0,5,4,0,1,2,5
"605",1,0,5,5,0,1,2,5
"606",1,0,5,6,1,0,2,5
"607",1,0,5,7,0,1,1,5
"608",1,0,5,8,0,1,2,5
"609",1,0,5,9,0,1,2,5
"610",1,0,5,10,0,1,2,5
"611",1,0,5,11,1,0,2,5
"612",1,0,5,12,0,1,2,5
"613",1,0,5,13,0,1,2,5
"614",1,0,5,14,0,1,2,5
"615",1,0,5,15,0,1,2,5
"616",1,0,5,16,1,0,2,5
"617",1,0,5,17,1,0,2,5
"618",1,0,5,18,1,0,2,5
"619",1,0,5,19,1,0,2,5
"620",1,0,5,20,1,0,1,5
"621",1,0,5,21,1,0,1,5
"622",1,0,5,22,1,0,1,5
"623",1,0,5,23,1,0,1,5
"624",1,0,5,24,1,0,1,5
"625",1,0,5,25,1,0,1,5
"626",1,0,5,26,1,0,1,5
"627",1,0,5,27,1,0,1,5
"628",1,0,5,28,1,0,1,5
"629",1,0,5,29,0,1,1,5
"630",1,0,5,30,1,0,1,5
"631",1,0,5,31,0,1,1,5
"632",1,0,5,32,0,1,1,5
"633",1,0,5,33,0,1,1,5
"634",1,0,5,34,0,1,2,5
"635",1,0,5,35,0,1,2,5
"636",1,0,5,36,0,1,2,5
"637",1,0,5,37,0,1,2,5
"638",1,0,5,38,0,1,2,5
"639",1,0,5,39,0,1,2,5
"640",1,0,5,40,0,1,2,5
"641",1,0,5,41,0,1,2,5
"642",1,0,5,42,0,1,2,5
"643",1,0,5,43,0,1,2,5
"644",1,0,5,44,0,1,2,5
"645",1,0,5,45,0,1,2,5
"646",1,0,5,46,1,0,2,5
"647",1,0,5,47,1,0,2,5
"648",1,0,5,48,1,0,1,5
"649",1,0,5,49,1,0,2,5
"650",1,0,5,50,0,1,1,5
"651",1,0,5,51,1,0,1,5
"652",1,0,5,52,0,1,1,5
"653",1,0,5,53,0,1,1,5
"654",1,0,5,54,1,0,2,5
"655",1,0,5,55,1,0,2,5
"656",1,0,5,56,0,1,1,5
"657",1,0,5,57,0,1,2,5
"658",1,0,5,58,1,0,2,5
"659",1,0,5,59,1,0,2,5
"660",1,0,5,60,1,0,1,5
"661",1,0,5,61,0,1,1,5
"662",1,0,5,62,0,1,1,5
"663",1,0,5,63,0,1,2,5
"664",1,0,5,64,0,1,2,5
"665",1,0,5,65,0,1,2,5
"666",1,0,5,66,0,1,2,5
"667",1,0,5,67,0,1,2,5
"668",1,0,5,68,0,1,2,5
"669",1,0,5,69,0,1,2,5
"670",1,0,5,70,0,1,2,5
"671",1,0,5,71,0,1,2,5
"672",1,0,5,72,0,1,2,5
"673",1,0,5,73,1,0,2,5
"674",1,0,5,74,0,1,2,5
"675",1,0,5,75,0,1,2,5
"676",1,0,5,76,0,1,2,5
"677",1,0,5,77,1,0,2,5
"678",1,0,5,78,1,0,2,5
"679",1,0,5,79,1,0,2,5
"680",1,0,5,80,1,0,2,5
"681",1,0,5,81,1,0,1,5
"682",1,0,5,82,1,0,1,5
"683",1,0,5,83,1,0,1,5
"684",1,0,5,84,0,1,1,5
"685",1,0,5,85,1,0,1,5
"686",1,0,5,86,1,0,1,5
"687",1,0,5,87,1,0,1,5
"688",1,0,5,88,1,0,1,5
"689",1,0,5,89,1,0,1,5
"690",1,0,5,90,1,0,1,5
"691",1,0,5,91,0,1,1,5
"692",1,0,5,92,0,1,1,5
"693",1,0,5,93,0,1,1,5
"694",1,0,5,94,0,1,1,5
"695",1,0,5,95,0,1,2,5
"696",1,0,5,96,0,1,2,5
"697",1,0,5,97,0,1,2,5
"698",1,0,5,98,1,0,2,5
"699",1,0,5,99,0,1,2,5
"700",1,0,5,100,0,1,2,5
"701",1,0,5,101,0,1,2,5
"702",1,0,5,102,0,1,2,5
"703",1,0,5,103,0,1,2,5
"704",1,0,5,104,0,1,2,5
"705",1,0,5,105,1,0,2,5
"706",1,0,5,106,1,0,2,5
"707",1,0,5,107,1,0,2,5
"708",1,0,5,108,0,1,2,5
"709",1,0,5,109,1,0,2,5
"710",1,0,5,110,1,0,2,5
"711",1,0,5,111,1,0,2,5
"712",1,0,5,112,0,1,1,5
"713",1,0,5,113,1,0,2,5
"714",1,0,5,114,1,0,1,5
"715",1,0,5,115,0,1,1,5
"716",1,0,5,116,0,1,1,5
"717",1,0,5,117,1,0,1,5
"718",1,0,5,118,1,0,1,5
"719",1,0,5,119,1,0,1,5
"720",1,0,5,120,0,1,1,5
"721",1,0,5,121,0,1,1,5
"722",1,0,5,122,0,1,1,5
"723",1,0,5,123,0,1,1,5
"724",1,0,5,124,0,1,2,5
"725",1,0,5,125,0,1,2,5
"726",1,0,5,126,0,1,2,5
"727",1,0,5,127,0,1,2,5
"728",1,0,5,128,1,0,2,5
"729",1,0,5,129,0,1,2,5
"730",1,0,5,130,0,1,2,5
"731",1,0,5,131,0,1,2,5
"732",1,0,5,132,0,1,2,5
"733",1,0,5,133,1,0,2,5
