"","study","pat_con","id","trial","reward","pun","choices","fullid"
"86",1,0,1,86,1,0,1,1
"87",1,0,1,87,1,0,1,1
"88",1,0,1,88,1,0,2,1
"89",1,0,1,89,1,0,1,1
"90",1,0,1,90,1,0,2,1
"91",1,0,1,91,0,1,1,1
"92",1,0,1,92,1,0,2,1
"93",1,0,1,93,0,1,1,1
"94",1,0,1,94,0,1,1,1
"95",1,0,1,95,0,1,2,1
"96",1,0,1,96,0,1,2,1
"97",1,0,1,97,0,1,2,1
"98",1,0,1,98,0,1,1,1
"99",1,0,1,99,0,1,1,1
"100",1,0,1,100,0,1,2,1
"101",1,0,2,1,0,1,1,2
"102",1,0,2,2,1,0,2,2
"103",1,0,2,3,1,0,2,2
"104",1,0,2,4,0,1,1,2
"105",1,0,2,5,0,1,2,2
"106",1,0,2,6,1,0,2,2
"107",1,0,2,7,1,0,2,2
"108",1,0,2,8,0,1,2,2
"109",1,0,2,9,1,0,2,2
"110",1,0,2,10,1,0,2,2
"111",1,0,2,11,0,1,1,2
"112",1,0,2,12,0,1,2,2
"113",1,0,2,13,1,0,2,2
"114",1,0,2,14,1,0,1,2
"115",1,0,2,15,0,1,1,2
"116",1,0,2,16,1,0,1,2
"117",1,0,2,17,1,0,1,2
"118",1,0,2,18,1,0,1,2
"119",1,0,2,19,0,1,1,2
"120",1,0,2,20,1,0,2,2
"121",1,0,2,21,1,0,2,2
"122",1,0,2,22,1,0,1,2
"123",1,0,2,23,1,0,1,2
"124",1,0,2,24,0,1,1,2
"125",1,0,2,25,0,1,2,2
"126",1,0,2,26,1,0,2,2
"127",1,0,2,27,1,0,1,2
"128",1,0,2,28,1,0,1,2
"129",1,0,2,29,1,0,1,2
"130",1,0,2,30,1,0,1,2
"131",1,0,2,31,1,0,1,2
"132",1,0,2,32,1,0,1,2
"133",1,0,2,33,1,0,1,2
"134",1,0,2,34,1,0,1,2
"135",1,0,2,35,0,1,1,2
"136",1,0,2,36,1,0,2,2
"137",1,0,2,37,1,0,1,2
"138",1,0,2,38,1,0,1,2
"139",1,0,2,39,1,0,1,2
"140",1,0,2,40,1,0,1,2
"141",1,0,2,41,1,0,1,2
"142",1,0,2,42,1,0,2,2
"143",1,0,2,43,1,0,1,2
"144",1,0,2,44,1,0,1,2
"145",1,0,2,45,1,0,1,2
"146",1,0,2,46,1,0,1,2
"147",1,0,2,47,0,1,1,2
"148",1,0,2,48,1,0,1,2
"149",1,0,2,49,1,0,1,2
"150",1,0,2,50,1,0,1,2
"151",1,0,2,51,1,0,1,2
"152",1,0,2,52,0,1,1,2
"153",1,0,2,53,1,0,1,2
"154",1,0,2,54,1,0,1,2
"155",1,0,2,55,1,0,1,2
"156",1,0,2,56,0,1,1,2
"157",1,0,2,57,1,0,2,2
"158",1,0,2,58,1,0,1,2
"159",1,0,2,59,1,0,1,2
"160",1,0,2,60,1,0,1,2
"161",1,0,2,61,0,1,1,2
"162",1,0,2,62,1,0,2,2
"163",1,0,2,63,1,0,1,2
"164",1,0,2,64,0,1,1,2
"165",1,0,2,65,1,0,1,2
"166",1,0,2,66,0,1,1,2
"167",1,0,2,67,1,0,1,2
"168",1,0,2,68,1,0,1,2
"169",1,0,2,69,1,0,1,2
"170",1,0,2,70,1,0,1,2
"171",1,0,2,71,0,1,1,2
"172",1,0,2,72,0,1,1,2
"173",1,0,2,73,1,0,1,2
"174",1,0,2,74,0,1,1,2
"175",1,0,2,75,0,1,1,2
"176",1,0,2,76,1,0,2,2
"177",1,0,2,77,1,0,2,2
"178",1,0,2,78,0,1,2,2
"179",1,0,2,79,1,0,2,2
"180",1,0,2,80,1,0,2,2
"181",1,0,2,81,1,0,1,2
"182",1,0,2,82,1,0,1,2
"183",1,0,2,83,0,1,1,2
"184",1,0,2,84,0,1,2,2
"185",1,0,2,85,1,0,2,2
"186",1,0,2,86,1,0,1,2
"187",1,0,2,87,1,0,1,2
"188",1,0,2,88,1,0,1,2
"189",1,0,2,89,1,0,1,2
"190",1,0,2,90,1,0,1,2
"191",1,0,2,91,0,1,1,2
"192",1,0,2,92,1,0,2,2
"193",1,0,2,93,0,1,2,2
"194",1,0,2,94,0,1,2,2
"195",1,0,2,95,0,1,2,2
"196",1,0,2,96,0,1,2,2
"197",1,0,2,97,0,1,2,2
"198",1,0,2,98,0,1,2,2
"199",1,0,2,99,0,1,2,2
"200",1,0,2,100,0,1,2,2
"201",1,0,3,1,0,1,1,3
"202",1,0,3,2,1,0,2,3
"203",1,0,3,3,1,0,2,3
"204",1,0,3,4,0,1,1,3
"205",1,0,3,5,0,1,1,3
"206",1,0,3,6,1,0,1,3
"207",1,0,3,7,1,0,2,3
"208",1,0,3,8,0,1,2,3
"209",1,0,3,9,1,0,2,3
"210",1,0,3,10,1,0,1,3
"211",1,0,3,11,0,1,1,3
"212",1,0,3,12,0,1,1,3
"213",1,0,3,13,1,0,2,3
"214",1,0,3,14,1,0,2,3
"215",1,0,3,15,0,1,1,3
"216",1,0,3,16,1,0,2,3
"217",1,0,3,17,1,0,2,3
"218",1,0,3,18,1,0,2,3
"219",1,0,3,19,0,1,1,3
"220",1,0,3,20,1,0,2,3
"221",1,0,3,21,1,0,1,3
"222",1,0,3,22,1,0,1,3
"223",1,0,3,23,1,0,1,3
"224",1,0,3,24,0,1,1,3
"225",1,0,3,25,0,1,1,3
"226",1,0,3,26,1,0,1,3
"227",1,0,3,27,1,0,1,3
"228",1,0,3,28,1,0,1,3
"229",1,0,3,29,1,0,1,3
"230",1,0,3,30,1,0,1,3
"231",1,0,3,31,1,0,1,3
"232",1,0,3,32,1,0,1,3
"233",1,0,3,33,1,0,1,3
"234",1,0,3,34,1,0,1,3
"235",1,0,3,35,0,1,1,3
"236",1,0,3,36,1,0,1,3
"237",1,0,3,37,1,0,1,3
"238",1,0,3,38,1,0,1,3
"239",1,0,3,39,1,0,1,3
"240",1,0,3,40,1,0,1,3
"241",1,0,3,41,1,0,1,3
"242",1,0,3,42,1,0,1,3
"243",1,0,3,43,1,0,1,3
"244",1,0,3,44,1,0,1,3
"245",1,0,3,45,1,0,1,3
"246",1,0,3,46,1,0,1,3
"247",1,0,3,47,0,1,1,3
"248",1,0,3,48,1,0,1,3
"249",1,0,3,49,1,0,1,3
"250",1,0,3,50,1,0,1,3
"251",1,0,3,51,1,0,1,3
"252",1,0,3,52,0,1,1,3
"253",1,0,3,53,1,0,1,3
"254",1,0,3,54,1,0,1,3
"255",1,0,3,55,1,0,1,3
"256",1,0,3,56,0,1,1,3
"257",1,0,3,57,1,0,1,3
"258",1,0,3,58,1,0,1,3
"259",1,0,3,59,1,0,1,3
"260",1,0,3,60,1,0,1,3
"261",1,0,3,61,0,1,1,3
"262",1,0,3,62,1,0,1,3
"263",1,0,3,63,1,0,1,3
"264",1,0,3,64,0,1,1,3
"265",1,0,3,65,1,0,1,3
"266",1,0,3,66,0,1,1,3
"267",1,0,3,67,1,0,1,3
"268",1,0,3,68,1,0,1,3
"269",1,0,3,69,1,0,1,3
"270",1,0,3,70,1,0,1,3
"271",1,0,3,71,0,1,1,3
"272",1,0,3,72,0,1,1,3
"273",1,0,3,73,1,0,1,3
"274",1,0,3,74,0,1,1,3
"275",1,0,3,75,0,1,1,3
"276",1,0,3,76,1,0,1,3
"277",1,0,3,77,1,0,1,3
"278",1,0,3,78,0,1,1,3
"279",1,0,3,79,1,0,1,3
"280",1,0,3,80,1,0,1,3
"281",1,0,3,81,1,0,1,3
"282",1,0,3,82,1,0,1,3
"283",1,0,3,83,0,1,1,3
"284",1,0,3,84,0,1,1,3
"285",1,0,3,85,1,0,1,3
"286",1,0,3,86,1,0,1,3
"287",1,0,3,87,1,0,1,3
"288",1,0,3,88,1,0,1,3
"289",1,0,3,89,1,0,1,3
"290",1,0,3,90,1,0,1,3
"291",1,0,3,91,0,1,1,3
"292",1,0,3,92,1,0,1,3
"293",1,0,3,93,0,1,1,3
"294",1,0,3,94,0,1,1,3
"295",1,0,3,95,0,1,1,3
"296",1,0,3,96,0,1,1,3
"297",1,0,3,97,0,1,1,3
"298",1,0,3,98,0,1,1,3
"299",1,0,3,99,0,1,1,3
"300",1,0,3,100,0,1,1,3
"301",1,0,4,1,0,1,2,4
"302",1,0,4,2,1,0,2,4
"303",1,0,4,3,1,0,1,4
"304",1,0,4,4,0,1,1,4
"305",1,0,4,5,0,1,1,4
"306",1,0,4,6,1,0,2,4
"307",1,0,4,7,1,0,1,4
"308",1,0,4,8,0,1,1,4
"309",1,0,4,9,1,0,2,4
"310",1,0,4,10,1,0,1,4
"311",1,0,4,11,0,1,1,4
"312",1,0,4,12,0,1,1,4
"313",1,0,4,13,1,0,2,4
"314",1,0,4,14,1,0,1,4
"315",1,0,4,15,0,1,1,4
"316",1,0,4,16,1,0,1,4
"317",1,0,4,17,1,0,1,4
"318",1,0,4,18,1,0,1,4
"319",1,0,4,19,0,1,1,4
"320",1,0,4,20,1,0,1,4
"321",1,0,4,21,1,0,1,4
"322",1,0,4,22,1,0,1,4
"323",1,0,4,23,1,0,1,4
"324",1,0,4,24,0,1,1,4
"325",1,0,4,25,0,1,1,4
"326",1,0,4,26,1,0,1,4
"327",1,0,4,27,1,0,1,4
"328",1,0,4,28,1,0,1,4
"329",1,0,4,29,1,0,1,4
"330",1,0,4,30,1,0,1,4
"331",1,0,4,31,1,0,1,4
"332",1,0,4,32,1,0,1,4
"333",1,0,4,33,1,0,1,4
"334",1,0,4,34,1,0,1,4
"335",1,0,4,35,0,1,1,4
"336",1,0,4,36,1,0,2,4
"337",1,0,4,37,1,0,1,4
"338",1,0,4,38,1,0,1,4
"339",1,0,4,39,1,0,1,4
"340",1,0,4,40,1,0,1,4
"341",1,0,4,41,1,0,1,4
"342",1,0,4,42,1,0,1,4
"343",1,0,4,43,1,0,1,4
"344",1,0,4,44,1,0,1,4
"345",1,0,4,45,1,0,1,4
"346",1,0,4,46,1,0,1,4
"347",1,0,4,47,0,1,1,4
"348",1,0,4,48,1,0,1,4
"349",1,0,4,49,1,0,1,4
"350",1,0,4,50,1,0,1,4
"351",1,0,4,51,1,0,1,4
"352",1,0,4,52,0,1,1,4
"353",1,0,4,53,1,0,1,4
"354",1,0,4,54,1,0,1,4
"355",1,0,4,55,1,0,1,4
"356",1,0,4,56,0,1,1,4
"357",1,0,4,57,1,0,1,4
"358",1,0,4,58,1,0,1,4
"359",1,0,4,59,1,0,1,4
"360",1,0,4,60,1,0,1,4
"361",1,0,4,61,0,1,1,4
"362",1,0,4,62,1,0,2,4
"363",1,0,4,63,1,0,1,4
"364",1,0,4,64,0,1,1,4
"365",1,0,4,65,1,0,1,4
"366",1,0,4,66,0,1,1,4
"367",1,0,4,67,1,0,1,4
"368",1,0,4,68,1,0,1,4
"369",1,0,4,69,1,0,1,4
"370",1,0,4,70,1,0,1,4
"371",1,0,4,71,0,1,1,4
"372",1,0,4,72,0,1,1,4
"373",1,0,4,73,1,0,1,4
"374",1,0,4,74,0,1,1,4
"375",1,0,4,75,0,1,1,4
"376",1,0,4,76,1,0,2,4
"377",1,0,4,77,1,0,1,4
"378",1,0,4,78,0,1,1,4
"379",1,0,4,79,1,0,1,4
"380",1,0,4,80,1,0,1,4
"381",1,0,4,81,1,0,1,4
"382",1,0,4,82,1,0,1,4
"383",1,0,4,83,0,1,1,4
"384",1,0,4,84,0,1,1,4
"385",1,0,4,85,1,0,2,4
"386",1,0,4,86,1,0,1,4
"387",1,0,4,87,1,0,1,4
"388",1,0,4,88,1,0,1,4
"389",1,0,4,89,1,0,1,4
"390",1,0,4,90,1,0,1,4
"391",1,0,4,91,0,1,1,4
"392",1,0,4,92,1,0,1,4
"393",1,0,4,93,0,1,1,4
"394",1,0,4,94,0,1,1,4
"395",1,0,4,95,0,1,2,4
"396",1,0,4,96,0,1,2,4
"397",1,0,4,97,0,1,2,4
"398",1,0,4,98,0,1,2,4
"399",1,0,4,99,0,1,2,4
"400",1,0,4,100,0,1,2,4
"401",1,0,5,1,0,1,1,5
"402",1,0,5,2,1,0,2,5
"403",1,0,5,3,1,0,1,5
"404",1,0,5,4,0,1,1,5
"405",1,0,5,5,0,1,1,5
"406",1,0,5,6,1,0,1,5
"407",1,0,5,7,1,0,1,5
"408",1,0,5,8,0,1,1,5
"409",1,0,5,9,1,0,1,5
"410",1,0,5,10,1,0,1,5
"411",1,0,5,11,0,1,1,5
"412",1,0,5,12,0,1,1,5
"413",1,0,5,13,1,0,1,5
"414",1,0,5,14,1,0,1,5
"415",1,0,5,15,0,1,1,5
"416",1,0,5,16,1,0,1,5
"417",1,0,5,17,1,0,1,5
"418",1,0,5,18,1,0,1,5
"419",1,0,5,19,0,1,1,5
"420",1,0,5,20,1,0,1,5
"421",1,0,5,21,1,0,1,5
"422",1,0,5,22,1,0,1,5
"423",1,0,5,23,1,0,1,5
"424",1,0,5,24,0,1,1,5
"425",1,0,5,25,0,1,1,5
"426",1,0,5,26,1,0,1,5
"427",1,0,5,27,1,0,1,5
"428",1,0,5,28,1,0,1,5
"429",1,0,5,29,1,0,1,5
"430",1,0,5,30,1,0,1,5
"431",1,0,5,31,1,0,1,5
"432",1,0,5,32,1,0,1,5
"433",1,0,5,33,1,0,1,5
"434",1,0,5,34,1,0,1,5
"435",1,0,5,35,0,1,1,5
"436",1,0,5,36,1,0,1,5
"437",1,0,5,37,1,0,1,5
"438",1,0,5,38,1,0,1,5
"439",1,0,5,39,1,0,1,5
"440",1,0,5,40,1,0,1,5
"441",1,0,5,41,1,0,1,5
"442",1,0,5,42,1,0,1,5
"443",1,0,5,43,1,0,1,5
"444",1,0,5,44,1,0,1,5
"445",1,0,5,45,1,0,1,5
"446",1,0,5,46,1,0,1,5
"447",1,0,5,47,0,1,1,5
"448",1,0,5,48,1,0,1,5
"449",1,0,5,49,1,0,1,5
"450",1,0,5,50,1,0,1,5
"451",1,0,5,51,1,0,1,5
"452",1,0,5,52,0,1,1,5
"453",1,0,5,53,1,0,1,5
"454",1,0,5,54,1,0,1,5
"455",1,0,5,55,1,0,1,5
"456",1,0,5,56,0,1,1,5
"457",1,0,5,57,1,0,1,5
"458",1,0,5,58,1,0,1,5
"459",1,0,5,59,1,0,1,5
"460",1,0,5,60,1,0,1,5
"461",1,0,5,61,0,1,1,5
"462",1,0,5,62,1,0,1,5
"463",1,0,5,63,1,0,1,5
"464",1,0,5,64,0,1,1,5
"465",1,0,5,65,1,0,1,5
"466",1,0,5,66,0,1,1,5
"467",1,0,5,67,1,0,1,5
"468",1,0,5,68,1,0,1,5
"469",1,0,5,69,1,0,1,5
"470",1,0,5,70,1,0,1,5
"471",1,0,5,71,0,1,1,5
"472",1,0,5,72,0,1,1,5
"473",1,0,5,73,1,0,1,5
"474",1,0,5,74,0,1,1,5
"475",1,0,5,75,0,1,1,5
"476",1,0,5,76,1,0,1,5
"477",1,0,5,77,1,0,1,5
"478",1,0,5,78,0,1,1,5
"479",1,0,5,79,1,0,1,5
"480",1,0,5,80,1,0,1,5
"481",1,0,5,81,1,0,1,5
"482",1,0,5,82,1,0,1,5
"483",1,0,5,83,0,1,1,5
"484",1,0,5,84,0,1,1,5
"485",1,0,5,85,1,0,1,5
"486",1,0,5,86,1,0,1,5
"487",1,0,5,87,1,0,1,5
"488",1,0,5,88,1,0,1,5
"489",1,0,5,89,1,0,1,5
"490",1,0,5,90,1,0,1,5
"491",1,0,5,91,0,1,1,5
"492",1,0,5,92,1,0,1,5
"493",1,0,5,93,0,1,1,5
"494",1,0,5,94,0,1,1,5
"495",1,0,5,95,0,1,1,5
"496",1,0,5,96,0,1,1,5
"497",1,0,5,97,0,1,1,5
"498",1,0,5,98,0,1,1,5
"499",1,0,5,99,0,1,1,5
"500",1,0,5,100,0,1,1,5
"501",1,0,6,1,0,1,2,6
"502",1,0,6,2,1,0,2,6
"503",1,0,6,3,1,0,2,6
"504",1,0,6,4,0,1,2,6
"505",1,0,6,5,0,1,2,6
"506",1,0,6,6,1,0,2,6
"507",1,0,6,7,1,0,2,6
"508",1,0,6,8,0,1,2,6
"509",1,0,6,9,1,0,2,6
"510",1,0,6,10,1,0,2,6
"511",1,0,6,11,0,1,2,6
"512",1,0,6,12,0,1,2,6
"513",1,0,6,13,1,0,2,6
"514",1,0,6,14,1,0,2,6
"515",1,0,6,15,0,1,2,6
"516",1,0,6,16,1,0,2,6
"517",1,0,6,17,1,0,2,6
"518",1,0,6,18,1,0,1,6
"519",1,0,6,19,0,1,1,6
"520",1,0,6,20,1,0,1,6
"521",1,0,6,21,1,0,1,6
"522",1,0,6,22,1,0,1,6
"523",1,0,6,23,1,0,1,6
"524",1,0,6,24,0,1,1,6
"525",1,0,6,25,0,1,1,6
"526",1,0,6,26,1,0,1,6
"527",1,0,6,27,1,0,1,6
"528",1,0,6,28,1,0,1,6
"529",1,0,6,29,1,0,1,6
"530",1,0,6,30,1,0,1,6
"531",1,0,6,31,1,0,1,6
"532",1,0,6,32,1,0,1,6
"533",1,0,6,33,1,0,1,6
"534",1,0,6,34,1,0,1,6
"535",1,0,6,35,0,1,1,6
"536",1,0,6,36,1,0,1,6
"537",1,0,6,37,1,0,1,6
"538",1,0,6,38,1,0,1,6
"539",1,0,6,39,1,0,1,6
"540",1,0,6,40,1,0,1,6
"541",1,0,6,41,1,0,1,6
"542",1,0,6,42,1,0,1,6
"543",1,0,6,43,1,0,1,6
"544",1,0,6,44,1,0,1,6
"545",1,0,6,45,1,0,1,6
"546",1,0,6,46,1,0,1,6
"547",1,0,6,47,0,1,1,6
"548",1,0,6,48,1,0,1,6
"549",1,0,6,49,1,0,1,6
"550",1,0,6,50,1,0,1,6
"551",1,0,6,51,1,0,1,6
"552",1,0,6,52,0,1,1,6
"553",1,0,6,53,1,0,1,6
"554",1,0,6,54,1,0,1,6
"555",1,0,6,55,1,0,1,6
"556",1,0,6,56,0,1,1,6
"557",1,0,6,57,1,0,1,6
"558",1,0,6,58,1,0,1,6
"559",1,0,6,59,1,0,1,6
"560",1,0,6,60,1,0,1,6
"561",1,0,6,61,0,1,1,6
"562",1,0,6,62,1,0,1,6
"563",1,0,6,63,1,0,1,6
"564",1,0,6,64,0,1,1,6
"565",1,0,6,65,1,0,1,6
"566",1,0,6,66,0,1,1,6
"567",1,0,6,67,1,0,1,6
"568",1,0,6,68,1,0,1,6
"569",1,0,6,69,1,0,1,6
"570",1,0,6,70,1,0,1,6
"571",1,0,6,71,0,1,1,6
"572",1,0,6,72,0,1,1,6
"573",1,0,6,73,1,0,1,6
"574",1,0,6,74,0,1,1,6
"575",1,0,6,75,0,1,1,6
"576",1,0,6,76,1,0,1,6
"577",1,0,6,77,1,0,1,6
"578",1,0,6,78,0,1,1,6
"579",1,0,6,79,1,0,1,6
"580",1,0,6,80,1,0,1,6
"581",1,0,6,81,1,0,1,6
"582",1,0,6,82,1,0,1,6
"583",1,0,6,83,0,1,1,6
"584",1,0,6,84,0,1,1,6
"585",1,0,6,85,1,0,1,6
"586",1,0,6,86,1,0,1,6
"587",1,0,6,87,1,0,1,6
"588",1,0,6,88,1,0,1,6
"589",1,0,6,89,1,0,1,6
"590",1,0,6,90,1,0,1,6
"591",1,0,6,91,0,1,1,6
"592",1,0,6,92,1,0,1,6
"593",1,0,6,93,0,1,1,6
"594",1,0,6,94,0,1,1,6
"595",1,0,6,95,0,1,1,6
"596",1,0,6,96,0,1,1,6
"597",1,0,6,97,0,1,1,6
"598",1,0,6,98,0,1,1,6
"599",1,0,6,99,0,1,1,6
"600",1,0,6,100,0,1,1,6
"601",1,0,7,1,0,1,2,7
"602",1,0,7,2,1,0,2,7
"603",1,0,7,3,1,0,1,7
"604",1,0,7,4,0,1,1,7
"605",1,0,7,5,0,1,1,7
"606",1,0,7,6,1,0,2,7
"607",1,0,7,7,1,0,2,7
"608",1,0,7,8,0,1,2,7
"609",1,0,7,9,1,0,2,7
"610",1,0,7,10,1,0,2,7
"611",1,0,7,11,0,1,2,7
"612",1,0,7,12,0,1,2,7
"613",1,0,7,13,1,0,2,7
"614",1,0,7,14,1,0,2,7
"615",1,0,7,15,0,1,2,7
"616",1,0,7,16,1,0,2,7
"617",1,0,7,17,1,0,2,7
"618",1,0,7,18,1,0,2,7
"619",1,0,7,19,0,1,2,7
"620",1,0,7,20,1,0,2,7
"621",1,0,7,21,1,0,1,7
"622",1,0,7,22,1,0,1,7
"623",1,0,7,23,1,0,1,7
"624",1,0,7,24,0,1,1,7
"625",1,0,7,25,0,1,1,7
"626",1,0,7,26,1,0,1,7
"627",1,0,7,27,1,0,1,7
"628",1,0,7,28,1,0,1,7
"629",1,0,7,29,1,0,1,7
"630",1,0,7,30,1,0,1,7
"631",1,0,7,31,1,0,1,7
"632",1,0,7,32,1,0,1,7
"633",1,0,7,33,1,0,1,7
"634",1,0,7,34,1,0,1,7
"635",1,0,7,35,0,1,1,7
"636",1,0,7,36,1,0,1,7
"637",1,0,7,37,1,0,1,7
"638",1,0,7,38,1,0,1,7
"639",1,0,7,39,1,0,1,7
"640",1,0,7,40,1,0,1,7
"641",1,0,7,41,1,0,1,7
"642",1,0,7,42,1,0,1,7
"643",1,0,7,43,1,0,1,7
"644",1,0,7,44,1,0,1,7
"645",1,0,7,45,1,0,1,7
"646",1,0,7,46,1,0,1,7
"647",1,0,7,47,0,1,1,7
"648",1,0,7,48,1,0,1,7
"649",1,0,7,49,1,0,1,7
"650",1,0,7,50,1,0,1,7
"651",1,0,7,51,1,0,1,7
"652",1,0,7,52,0,1,1,7
"653",1,0,7,53,1,0,2,7
"654",1,0,7,54,1,0,1,7
"655",1,0,7,55,1,0,1,7
"656",1,0,7,56,0,1,1,7
"657",1,0,7,57,1,0,1,7
"658",1,0,7,58,1,0,1,7
"659",1,0,7,59,1,0,1,7
"660",1,0,7,60,1,0,1,7
"661",1,0,7,61,0,1,1,7
"662",1,0,7,62,1,0,1,7
"663",1,0,7,63,1,0,1,7
"664",1,0,7,64,0,1,1,7
"665",1,0,7,65,1,0,1,7
"666",1,0,7,66,0,1,1,7
"667",1,0,7,67,1,0,1,7
"668",1,0,7,68,1,0,1,7
"669",1,0,7,69,1,0,1,7
"670",1,0,7,70,1,0,1,7
"671",1,0,7,71,0,1,1,7
"672",1,0,7,72,0,1,1,7
"673",1,0,7,73,1,0,1,7
"674",1,0,7,74,0,1,1,7
"675",1,0,7,75,0,1,2,7
"676",1,0,7,76,1,0,2,7
"677",1,0,7,77,1,0,1,7
"678",1,0,7,78,0,1,1,7
"679",1,0,7,79,1,0,1,7
"680",1,0,7,80,1,0,1,7
"681",1,0,7,81,1,0,1,7
"682",1,0,7,82,1,0,1,7
"683",1,0,7,83,0,1,1,7
"684",1,0,7,84,0,1,2,7
"685",1,0,7,85,1,0,2,7
"686",1,0,7,86,1,0,1,7
"687",1,0,7,87,1,0,1,7
"688",1,0,7,88,1,0,1,7
"689",1,0,7,89,1,0,1,7
"690",1,0,7,90,1,0,1,7
"691",1,0,7,91,0,1,1,7
"692",1,0,7,92,1,0,1,7
"693",1,0,7,93,0,1,1,7
"694",1,0,7,94,0,1,2,7
"695",1,0,7,95,0,1,2,7
"696",1,0,7,96,0,1,2,7
"697",1,0,7,97,0,1,2,7
"698",1,0,7,98,0,1,2,7
"699",1,0,7,99,0,1,2,7
"700",1,0,7,100,0,1,2,7
"701",1,0,8,1,0,1,1,8
"702",1,0,8,2,1,0,1,8
"703",1,0,8,3,1,0,1,8
"704",1,0,8,4,0,1,1,8
"705",1,0,8,5,0,1,1,8
"706",1,0,8,6,1,0,2,8
"707",1,0,8,7,1,0,2,8
"708",1,0,8,8,0,1,2,8
"709",1,0,8,9,1,0,2,8
"710",1,0,8,10,1,0,2,8
"711",1,0,8,11,0,1,1,8
"712",1,0,8,12,0,1,1,8
"713",1,0,8,13,1,0,2,8
"714",1,0,8,14,1,0,2,8
"715",1,0,8,15,0,1,2,8
"716",1,0,8,16,1,0,2,8
"717",1,0,8,17,1,0,2,8
"718",1,0,8,18,1,0,1,8
"719",1,0,8,19,0,1,1,8
"720",1,0,8,20,1,0,1,8
"721",1,0,8,21,1,0,1,8
"722",1,0,8,22,1,0,1,8
"723",1,0,8,23,1,0,1,8
"724",1,0,8,24,0,1,1,8
"725",1,0,8,25,0,1,1,8
"726",1,0,8,26,1,0,1,8
"727",1,0,8,27,1,0,1,8
"728",1,0,8,28,1,0,1,8
"729",1,0,8,29,1,0,1,8
"730",1,0,8,30,1,0,1,8
"731",1,0,8,31,1,0,1,8
"732",1,0,8,32,1,0,1,8
"733",1,0,8,33,1,0,1,8
